FISCAL_QTR_YEAR_NAME,FISCAL_WEEK_YEAR_NAME,Product Code,Product,Sessions,PDP Add to Cart Units,Units Sold,Quarter_Start_Date,Week_Start_Date
FY23Q4,FY23W51,MMF93ZM/A,App-Enabled Accessories,946.0,104.0,41.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MMMP3Z/A,Mac Accessories & Display,77.0,10.0,2.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MMMR3B/A,Mac Accessories & Display,154.0,34.0,9.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MMTN2ZM/A,Other Headsets,1389.0,289.0,126.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MMX62ZM/A,Connectivity Accessories,231.0,69.0,34.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MMXH3B/A,iPhone SE (3rd Gen),2319.0,242.0,99.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MMXK3B/A,iPhone SE (3rd Gen),1725.0,199.0,68.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MMXP3B/A,iPhone SE (3rd Gen),335.0,23.0,8.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MMYQ3B/A,Mac Accessories & Display,361.0,25.0,3.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MMYV3B/A,Mac Accessories & Display,102.0,10.0,1.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MMYW3B/A,Mac Accessories & Display,77.0,3.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MMYX3B/A,Mac Accessories & Display,48.0,3.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MN5W3ZM/A,iPhone Accessories,191.0,28.0,6.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MN623ZM/A,iPhone Accessories,280.0,18.0,10.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MPPG3ZM/A,iPhone Accessories,326.0,12.0,6.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MQFN3B/A,Ultra 1,1.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MPPX3ZM/A,iPhone Accessories,169.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MQFW3B/A,Ultra 1,1734.0,95.0,17.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MQGH2ZM/A,Connectivity Accessories,227.0,64.0,27.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MR8U2ZM/A,Connectivity Accessories,320.0,39.0,15.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MU7E2ZM/A,Connectivity Accessories,197.0,40.0,20.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MU8F2ZM/A,iPad Accessories,1391.0,486.0,64.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MUF82ZM/A,Connectivity Accessories,198.0,28.0,13.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MUFG2ZM/A,Connectivity Accessories,129.0,12.0,3.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MV7N2ZM/A,AirPods Non Pro,5476.0,1073.0,329.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MWP02ZM/A,Connectivity Accessories,22.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MWVG2ZM/A,iPhone Accessories,51.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MWVU2ZM/A,iPhone Accessories,2.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MX0J2B/A,Connectivity Accessories,67.0,5.0,2.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MQFV3B/A,Ultra 1,1797.0,184.0,41.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MX2E2ZM/A,Watch Accessories,142.0,32.0,13.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MX4A2ZM/A,App-Enabled Accessories,1.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MX4U2ZM/A,iPad Accessories,300.0,43.0,21.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MX532ZM/A,App-Enabled Accessories,2265.0,373.0,179.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MX542ZM/A,App-Enabled Accessories,469.0,103.0,46.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MXH02B/A,Apple TV,1.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MXLY2ZM/A,Connectivity Accessories,625.0,221.0,128.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MXNK2B/A,iPad Accessories,174.0,43.0,9.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MXNL2B/A,iPad Accessories,99.0,12.0,1.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MXQT2B/A,iPad Accessories,614.0,140.0,23.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MY1W2B/A,Connectivity Accessories,187.0,42.0,15.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,NOT GIVEN,,35482.0,4549.0,1025.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MM2U3ZM/A,iPhone Accessories,22.0,1.0,1.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MX3L2B/A,iPad Accessories,558.0,127.0,23.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MQFT3B/A,Ultra 1,1751.0,124.0,31.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MQFR3B/A,Ultra 1,975.0,24.0,6.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MQFQ3B/A,Ultra 1,12048.0,649.0,81.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MPRW3ZM/A,iPhone Accessories,579.0,80.0,23.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MPT63ZM/A,iPhone Accessories,174.0,9.0,3.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MPTG3ZM/A,iPhone Accessories,398.0,25.0,13.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MPTR3ZM/A,iPhone Accessories,447.0,36.0,5.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MPU13ZM/A,iPhone Accessories,409.0,63.0,25.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MPU43ZM/A,iPhone Accessories,82.0,8.0,5.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MPU63ZM/A,iPhone Accessories,263.0,38.0,12.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MPU73ZM/A,iPhone Accessories,216.0,50.0,6.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MPV03ZD/A,iPhone 14/Plus/Pro/Pro Max,9962.0,897.0,191.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MPW43ZD/A,iPhone 14/Plus/Pro/Pro Max,1236.0,156.0,36.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MPWW3ZD/A,iPhone 14/Plus/Pro/Pro Max,174.0,14.0,4.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MPXV3ZD/A,iPhone 14/Plus/Pro/Pro Max,5283.0,390.0,37.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MQ1F3ZD/A,iPhone 14/Plus/Pro/Pro Max,1936.0,195.0,31.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MQ1W3ZD/A,iPhone 14/Plus/Pro/Pro Max,456.0,41.0,11.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MQ2N3ZD/A,iPhone 14/Plus/Pro/Pro Max,277.0,30.0,4.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MQ4H2ZM/A,Connectivity Accessories,159.0,8.0,5.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MQ5F3ZD/A,iPhone 14/Plus/Pro/Pro Max,142.0,7.0,1.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MQ9Q3ZD/A,iPhone 14/Plus/Pro/Pro Max,3130.0,424.0,58.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MQ9X3ZD/A,iPhone 14/Plus/Pro/Pro Max,3886.0,580.0,55.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MQ052B/A,Mac Accessories & Display,196.0,37.0,9.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MQ503ZD/A,iPhone 14/Plus/Pro/Pro Max,2621.0,204.0,49.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MQ573ZD/A,iPhone 14/Plus/Pro/Pro Max,542.0,59.0,7.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MQAH3ZD/A,iPhone 14/Plus/Pro/Pro Max,582.0,73.0,11.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MQC43ZD/A,iPhone 14/Plus/Pro/Pro Max,529.0,76.0,15.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MQD83ZM/A,AirPods Pro,6688.0,943.0,310.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MQE33ZM/A,Watch Accessories,133.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MQFK3B/A,Ultra 1,1574.0,12.0,2.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MPPM3ZM/A,iPhone Accessories,305.0,30.0,12.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MM1R3ZM/A,iPhone Accessories,57.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MM2L3ZM/A,iPhone Accessories,168.0,27.0,10.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MM0A3ZM/A,Connectivity Accessories,942.0,308.0,140.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,,iPod Touch,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,Mac Accessories & Display,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,Mac Mini,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,Mac Studio,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,MacBook,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,MacBook Air,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,MacBook Pro,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,Other Headsets,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,Other Home Accessories,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,Series 2,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,Series 3,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,Series 5,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,Series 6,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,Series 7,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,Series 8,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,Series 9,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,Ultra 1,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,Ultra 2,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,Watch Accessories,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,Watch SE (1st Gen),,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,Watch SE (2nd Gen),,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,MD565B/B,Connectivity Accessories,52.0,7.0,1.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MD819ZM/A,Connectivity Accessories,236.0,80.0,42.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MD825ZM/A,Connectivity Accessories,21.0,2.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,ME291ZM/A,Connectivity Accessories,100.0,20.0,14.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MGN03B/A,Connectivity Accessories,54.0,4.0,5.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MGN43B/A,Connectivity Accessories,150.0,36.0,27.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,,iPhone XS/XS Max/XR,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,MGN93B/A,MacBook Air,11656.0,1410.0,370.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,,iPhone SE (2nd Gen),,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,iPhone Accessories,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,MM0T3ZM/A,iPhone Accessories,10.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,,,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,AirPods Max,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,AirPods Non Pro,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,AirPods Pro,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,App-Enabled Accessories,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,Apple TV,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,Beats,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,Connectivity Accessories,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,HomePod,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,iMac,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,iPad Accessories,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,iPad Entry,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,iPad Mid,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,iPad Mini,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,iPad Pro,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,iPhone 5S,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,iPhone 6S/6S Plus,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,iPhone 7/7 Plus,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,iPhone 8/8 Plus/X,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,iPhone 11,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,iPhone 11 Pro/Pro Max,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,iPhone 12 Pro/Pro Max,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,iPhone 12/mini,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,iPhone 13/mini/Pro/Pro Max,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,iPhone 14/Plus/Pro/Pro Max,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,iPhone 15/Plus/Pro/Pro Max,,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,,iPhone SE (1st Gen),,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,MGPD3B/A,iMac,401.0,39.0,9.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,,iPhone SE (3rd Gen),,,,2023-07-01,2023-09-16
FY23Q4,FY23W51,MGYN3ZM/A,AirPods Max,3935.0,681.0,86.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MK1E3B/A,MacBook Pro,1.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MK1F3B/A,MacBook Pro,5.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MK1H3B/A,MacBook Pro,4.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MK2A3B/A,Mac Accessories & Display,143.0,14.0,10.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MK2C3B/A,Mac Accessories & Display,18.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MK2D3Z/A,Mac Accessories & Display,133.0,15.0,5.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MK2E3Z/A,Mac Accessories & Display,399.0,108.0,46.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MK2L3B/A,iPad Entry,16462.0,1892.0,819.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MK2P3B/A,iPad Entry,1148.0,134.0,49.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MK4E3B/A,iPad Entry,168.0,14.0,6.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MK7M3B/A,iPad Mini,887.0,91.0,25.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MK7X3B/A,iPad Mini,260.0,25.0,6.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MK8F3B/A,iPad Mini,96.0,3.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MK293B/A,Mac Accessories & Display,139.0,20.0,9.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MK473B/A,iPad Entry,429.0,12.0,7.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MKGR3B/A,MacBook Pro,11.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MKN03B/A,Series 7,1.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MKU63B/A,Connectivity Accessories,97.0,12.0,2.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MKU73ZM/A,Watch Accessories,87.0,2.0,1.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MKUW3ZM/A,Watch Accessories,57.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MLL82ZM/A,Connectivity Accessories,754.0,192.0,85.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MLWK3ZM/A,AirPods Pro,33.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MLY23B/A,MacBook Air,1312.0,115.0,29.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MLY33B/A,MacBook Air,7946.0,1002.0,229.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MLYU3B/A,Connectivity Accessories,89.0,6.0,4.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MLYV3ZM/A,Connectivity Accessories,117.0,19.0,4.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MGPH3B/A,iMac,315.0,16.0,2.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MK0W2ZM/A,Connectivity Accessories,38.0,2.0,1.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MK0U3B/A,Mac Accessories & Display,124.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MK8E3B/A,iPad Mini,112.0,3.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MK0Q3B/A,Mac Accessories & Display,121.0,16.0,5.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MHCA3LL/A,iPhone 11,1231.0,158.0,51.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MHDA3B/A,iPhone 11,1911.0,217.0,77.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MHJF3B/A,Connectivity Accessories,1988.0,657.0,304.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MHKF3ZM/A,iPhone Accessories,18.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MHL73ZM/A,iPhone Accessories,202.0,19.0,11.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MHLM3ZM/A,iPhone Accessories,63.0,7.0,2.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MHNG3B/A,iPad Pro,1.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MHNJ3B/A,iPad Pro,2.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MHR33B/A,iPad Pro,4.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MHWD3B/A,iPad Pro,1.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MHXF3ZM/A,Connectivity Accessories,539.0,35.0,15.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MHXH3ZM/A,Connectivity Accessories,1288.0,155.0,47.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MJ1M2ZM/A,Connectivity Accessories,535.0,127.0,65.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MHNN3B/A,iPad Pro,1.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MJQJ3B/A,iPad Accessories,289.0,55.0,13.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MJM93ZM/A,iPad Accessories,82.0,15.0,7.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MJMG3ZM/A,iPad Accessories,128.0,12.0,3.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MJMV3B/A,Mac Studio,0.0,0.0,0.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MJMW3B/A,Mac Studio,56.0,2.0,2.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MJNM3B/A,iPhone 12/mini,1321.0,111.0,35.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MJNP3B/A,iPhone 12/mini,954.0,78.0,22.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MJNQ3B/A,iPhone 12/mini,208.0,12.0,3.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MJQK3B/A,iPad Accessories,655.0,160.0,37.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MJV83B/A,iMac,1092.0,95.0,22.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MJWY3ZM/A,Connectivity Accessories,568.0,58.0,19.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MJ2E3B/A,HomePod,954.0,128.0,58.0,2023-07-01,2023-09-16
FY23Q4,FY23W51,MJYT2ZM/A,Connectivity Accessories,50.0,10.0,3.0,2023-07-01,2023-09-16
FY23Q4,FY23W52,MNGM3B/A,iPhone 13/mini/Pro/Pro Max,227.0,22.0,1.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MNHV3B/A,Series 8,450.0,16.0,2.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MN623ZM/A,iPhone Accessories,416.0,60.0,24.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MNJJ3B/A,Series 8,134.0,5.0,0.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MNGL3B/A,iPhone 13/mini/Pro/Pro Max,1222.0,129.0,33.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MNGK3B/A,iPhone 13/mini/Pro/Pro Max,8445.0,1093.0,357.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MNA63ZM/A,iPad Accessories,320.0,44.0,18.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MNFG3B/A,iPhone 13/mini/Pro/Pro Max,290.0,1.0,0.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MNFF3B/A,iPhone 13/mini/Pro/Pro Max,3050.0,301.0,94.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MNEQ3B/A,MacBook Pro,713.0,110.0,24.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MNEP3B/A,MacBook Pro,2379.0,315.0,68.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MNJM3B/A,Series 8,371.0,11.0,2.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MNFH3B/A,iPhone 13/mini/Pro/Pro Max,264.0,18.0,6.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MNJT3B/A,Watch SE (2nd Gen),8164.0,514.0,125.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MPGK3ZM/A,Watch Accessories,1.0,0.0,0.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MNK43B/A,Series 8,440.0,22.0,2.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,NOT GIVEN,,159710.0,18640.0,6636.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MNKU3B/A,Series 8,198.0,11.0,1.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MNKX3B/A,Series 8,491.0,22.0,1.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MNP13B/A,Series 8,1248.0,29.0,4.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MNP53B/A,Series 8,1279.0,1.0,0.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MNPL3B/A,Watch SE (2nd Gen),758.0,104.0,32.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MNPY3B/A,Watch SE (2nd Gen),476.0,43.0,10.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MNWP3B/A,Connectivity Accessories,207.0,30.0,7.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MP7Q3ZM/A,Watch Accessories,85.0,14.0,2.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MP753ZM/A,Watch Accessories,83.0,4.0,1.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MPJ23ZM/A,Watch Accessories,1.0,0.0,0.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MN6H3ZM/A,iPhone Accessories,755.0,258.0,119.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MNK03B/A,Watch SE (2nd Gen),1868.0,175.0,43.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MN5W3ZM/A,iPhone Accessories,214.0,27.0,6.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MM1R3ZM/A,iPhone Accessories,60.0,0.0,0.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MMYW3B/A,Mac Accessories & Display,112.0,13.0,3.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MPL53ZM/A,Watch Accessories,161.0,10.0,1.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MM0T3ZM/A,iPhone Accessories,50.0,0.0,0.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MM2L3ZM/A,iPhone Accessories,202.0,40.0,14.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MM0A3ZM/A,Connectivity Accessories,896.0,272.0,140.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MM2U3ZM/A,iPhone Accessories,65.0,7.0,2.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MM2W3ZM/A,iPhone Accessories,84.0,12.0,4.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MM2X3ZM/A,iPhone Accessories,210.0,34.0,17.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MM2Y3ZM/A,iPhone Accessories,78.0,14.0,7.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MM6F3ZM/A,Mac Accessories & Display,72.0,11.0,7.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MM6H3ZM/A,iPad Accessories,152.0,15.0,6.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MM6R3B/A,iPad Mid,264.0,20.0,2.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MM9E3B/A,iPad Mid,3510.0,436.0,96.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MM9L3B/A,iPad Mid,1215.0,188.0,42.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MM173ZM/A,iPhone Accessories,50.0,0.0,0.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MM313ZM/A,iPhone Accessories,73.0,13.0,3.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MME73ZM/A,AirPods Non Pro,1354.0,231.0,54.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MMED3B/A,iPad Mid,227.0,21.0,3.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MMEL2ZM/A,Connectivity Accessories,73.0,8.0,5.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MMF93ZM/A,App-Enabled Accessories,781.0,97.0,31.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MMMP3Z/A,Mac Accessories & Display,92.0,14.0,3.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MMMQ3Z/A,Mac Accessories & Display,168.0,34.0,14.0,2023-07-01,2023-09-23
FY23Q4,FY23W52,MMMR3B/A,Mac Accessories & Display,132.0,19.0,5.0,2023-07-01,2023-09-23
